"","MDS1","MDS2","MDS3"
"Castilleja_miniata",-0.137133324183674,-0.382770327505104,-0.0162336546343298
"Picea_glauca",-0.137133324183674,-0.382770327505104,-0.0162336546343298
"Anaphalis_margaritacea",-0.137133324183674,-0.382770327505104,-0.0162336546343298
"Lupinus_sericeus",-0.137133324183674,-0.382770327505104,-0.0162336546343298
"Toxicoscordion_venenosum",-0.137133324183674,-0.382770327505104,-0.0162336546343298
"Festuca_saximontana",-0.142520785717933,0.295458077320229,0.369281028614794
"Bromus_pumpellianus",-0.148526042551828,-0.561303793122545,-0.0437683308371516
"Danthonia_parryi",-0.150862216356095,-0.576330765044795,-0.0391804138621761
"Populus_tremuloides",-0.155127053804838,0.163536298562766,0.207546979627974
"Potentilla_gracilis",-0.155294848010716,-0.100182459015332,-0.00768029138749113
"Bromus_inermis",-0.156448403221431,-0.278379323930365,0.224106998084249
"Viola_adunca",-0.166408935259917,0.0394338729941171,0.146605468879702
"Danthonia_spicata",-0.166597971699016,-0.19216709078795,0.512903552227459
"Medicago_lupulina",-0.166597971699016,-0.19216709078795,0.512903552227459
"Comandra_umbellata",-0.167468565215658,0.378284510620001,0.369669890807359
"Astragalus_agrestis",-0.173078146935471,-0.133985237692626,-0.00100937171848827
"Poa_interior",-0.173958411161071,0.330757289002796,0.02444361487865
"Danthonia_intermedia",-0.181218607851538,-0.37509680300408,-0.173742035353113
"Artemisia_biennis",-0.183539164488424,0.171313247887777,0.074907314733648
"Schizachyrium_scoparium",-0.189477212932179,-0.192925560642981,0.527006453150465
"Salix_discolor",-0.191550302660708,0.123879057797221,-0.154902272924037
"Achillea_millefolium",-0.195070034626606,0.129894071975409,0.25957457578266
"Salix_petiolaris",-0.201742273746181,0.165919098992471,-0.117453881546995
"Gaillardia_aristata",-0.203521396444643,-0.112794296560553,-0.0459405447469222
"Agrostis_scabra",-0.207293207464326,0.30427966287056,0.183443373479187
"Potentilla_anserina",-0.217165047630517,-0.00255923544751412,0.31755099964707
"Carex_prairea",-0.219069143732276,0.136067157667312,-0.029653131925457
"Arabis_hirsuta",-0.219069143732276,0.136067157667312,-0.029653131925457
"Cirsium_flodmanii",-0.219069143732276,0.136067157667312,-0.029653131925457
"Carex_obtusata",-0.225716756434738,0.299053165908809,-0.28106388728752
"Solidago_missouriensis",-0.236082215155557,0.333927301667933,0.345996807465399
"Anemonastrum_canadense",-0.241707873351703,-0.189042922675639,0.546862845384702
"Allium_cernuum",-0.245202526100161,-0.0297919458049176,-0.20356991218022
"Carex_inops",-0.245202526100161,-0.0297919458049176,-0.20356991218022
"Hedysarum_americanum",-0.245202526100161,-0.0297919458049176,-0.20356991218022
"Arnica_fulgens",-0.245202526100161,-0.0297919458049176,-0.20356991218022
"Heuchera_richardsonii",-0.250900082461948,-0.343528785313484,0.485815820839888
"Hedysarum_alpinum",-0.255664068504439,-0.478271163405331,0.0385086815451377
"Dasiphora_fruticosa",-0.257505482198884,-0.067830223284267,-0.205279216279846
"Carex_pensylvanica",-0.260106240538361,0.216381373440283,-0.293508322137464
"Primula_conjugens",-0.262597510335508,-0.322713301154017,-0.140472990966086
"Polygala_senega",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Schizachne_purpurascens",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Allium_stellatum",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Anemone_cylindrica",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Antennaria_howellii",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Gentianella_amarella",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Hieracium_umbellatum",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Oxytropis_lambertii",-0.268665298911131,-0.000554900219032809,0.117926553350904
"Thermopsis_rhombifolia",-0.274573758894564,0.137036601805403,0.117730552367966
"Agoseris_glauca",-0.276906619997486,-0.16094701170301,0.107279963628073
"Symphyotrichum_falcatum",-0.282820200544992,0.301570053521431,-0.218799605703384
"Hierochloe_hirta",-0.282877883632861,-0.0125668517805374,0.181376849055398
"Muhlenbergia_racemosa",-0.282877883632861,-0.0125668517805374,0.181376849055398
"Stellaria_longipes",-0.282877883632861,-0.0125668517805374,0.181376849055398
"Solidago_simplex",-0.285591968163375,-0.176694875402673,-0.0599082763416623
"Hesperostipa_spartea",-0.289094181976646,-0.072287745207102,0.305943834842651
"Symphoricarpos_occidentalis",-0.302616690445029,0.232861714864437,0.148989919823239
"Amelanchier_alnifolia",-0.303564541556198,-0.0396806335039373,0.307135819956515
"Sisyrinchium_montanum",-0.31141191125697,-0.235478480670859,0.535980595206242
"Eriocoma_richardsonii",-0.314772337049552,-0.294175869311815,0.126046228513348
"Maianthemum_stellatum",-0.315991086181794,-0.340924025265115,0.0882290507594529
"Cerastium_arvense",-0.326540461586592,0.154394481181512,0.59703212513223
"Thalictrum_dasycarpum",-0.329649429535081,-0.00352480253097053,0.158273265902858
"Salix_bebbiana",-0.330892606497237,0.223894532694133,-0.113186771452706
"Artemisia_dracunculus",-0.333577577759113,-0.0124731629502744,0.202683414753282
"Astragalus_laxmannii",-0.335690745273911,0.0770445353040316,0.19398142713689
"Helictochloa_hookeri",-0.344563579541865,0.209597376916692,-0.196714407194885
"Solidago_rigida",-0.354066550590846,-0.00499776437228895,0.175782781147501
"Agastache_foeniculum",-0.357098595305244,-0.0121614087125992,0.211287161683736
"Lathyrus_ochroleucus",-0.357467142916479,-0.0659821247253123,0.188673441513134
"Zizia_aptera",-0.364355316830265,-0.0236272777006177,-0.083146605286695
"Solidago_canadensis",-0.377823643054514,0.0239211294216739,0.155624842453783
"Bromus_ciliatus",-0.38033419418729,0.118216147118042,0.0733955292230483
"Fragaria_virginiana",-0.38241601587515,-0.0332375135969875,0.193337876361929
"Erigeron_glabellus",-0.386157988880661,-0.0110897810542225,0.218639200191905
"Lithospermum_canescens",-0.388710618239784,-0.0108826641375374,0.2187455687787
"Liatris_ligulistylis",-0.394813566609202,-0.00971243577003207,0.215776829796824
"Lathyrus_venosus",-0.394956332467046,-0.0492400185381373,0.296398485307521
"Poa_pratensis",-0.399048981785838,-0.148087529286017,0.606993635787224
"Rosa_acicularis",-0.399568585540355,-0.170889281420663,0.18148060936264
"Thalictrum_venulosum",-0.40229074527825,-0.0581023693232773,0.215920908872153
"Muhlenbergia_richardsonis",-0.404884446578152,-0.0886774184933507,0.322325576463194
"Monarda_fistulosa",-0.405035944289613,-0.129658168197579,0.494686523436252
"Campanula_rotundifolia",-0.420625315868898,0.227461884649154,0.319886280039593
"Artemisia_ludoviciana",-0.436323963860921,0.247317900214198,0.358327274991561
"Geum_triflorum",-0.466037126638833,-0.360790655364854,0.394044079444715
"Galium_boreale",-0.569381605148941,-0.124920604302104,0.497233994584588
"Symphyotrichum_laeve",-0.573305250617608,0.0336270755496988,0.173060105337822
"Elymus_trachycaulus",-0.631351022919973,0.0414922418513771,0.334492088062701
"Festuca_hallii",-0.752230946609583,0.41818607660258,-0.178044047931018
