"plotnumber","sourceyr","ecoregion","ecoregion_title","ecodistr","ecodistr_title","ecosite","ecosite_title","ecosite_soil_component","mean_tree_age_year","dominanttree","dominantshrub","dominantherb","dominantcryptogam","laivascular","laitotal","position","slope_position_title","aspect","aspect_cardinal","slope","slope_class_degrees_title","drainage","drainage_title","seepage","elevation_m","mr","soil_moisture_class_title","pm","parent_material_title","order_soil","soil_order_title","grgroup","soil_great_group_title","subgrp","soil_subgroup_title","cf_percent_120","particlesizeclassname_dom_0_30","depth_to_bedrock_cm","depth_to_water_table_cm","depth_to_root_restricting_cm","depth_of_organic_matter_cm","total_live_cover_percent","unknown_taxa_total_cover_percent","number_of_taxa_after_transform","calcareous_0_30"
657,"2002","BP","Boreal Plain","E16","Clarke Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","86.0000000000000000","POPUBAL","SALISPP","CALTPAL","HYLOSPL","104.5550000000000000","128.4550000000000000",2,"Upper Slope",250,"W",5,"9.0 – 15.0 degrees",3,"Well",0,522,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",3,"Loamy",,,,7,"131.8300000000000000","1.2550000000000000",46,"non-calcareous"
658,"2002","BS","Boreal Shield","C5","Livingstone Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","106.2500000000000000","PICEMAR","VACCMYR",,"CLADMIT","50.4000000000000000","99.0500000000000000",5,"Toe Slope",60,"E",1,"0 – 0.5 degrees",5,"Imperfect",1,462,"7.0000000000000000","Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","22","Humic","ORT","Orthic",9,"Loamy",,72,,4,"109.0000000000000000","0.0000000000000000",29,"non-calcareous"
659,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP20","Labrador tea shrubby bog","Wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","146.3500000000000000","199.9000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,453,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","TYP","Typic",0,"Organic Fibric",,35,,160,"280.0600000000000000","0.0000000000000000",25,"non-calcareous"
661,"1999 2000","BS","Boreal Shield","C5","Livingstone Plain","BS9","Black spruce - jack pine/feathermoss","Moderately fresh sandy loam","52.5000000000000000","PICEMAR","VACCMYR",,"PLEUSCH","62.9100000000000000","163.7600000000000000",5,"Toe Slope",60,"E",7,"> 30.0 degrees",2,"Rapid",0,495,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","9.0000000000000000","Podzolic","20","Humo-Ferric","OST",,88,"Gravelly",,,65,17,"166.0000000000000000","0.0000000000000000",22,"non-calcareous"
662,"1999 2000","BS","Boreal Shield","C5","Livingstone Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","52.0000000000000000","PINUBAN","VACCMYR",,"CLADMIT","38.8700000000000000","91.9700000000000000",4,"Lower Slope",360,"N",6,"15.0 – 30.0 degrees",1,"Very rapid",0,429,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","9.0000000000000000","Podzolic","20","Humo-Ferric","OST",,44,"Sandy",,,40,7,"101.5100000000000000","0.0000000000000000",16,"non-calcareous"
663,"2002","BS","Boreal Shield","C5","Livingstone Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","52.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","40.2000000000000000","95.4000000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,503,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",34,"Sandy",,,,4,"104.2500000000000000","0.0000000000000000",15,"non-calcareous"
664,"1999 2000","BS","Boreal Shield","C5","Livingstone Plain","BS9","Black spruce - jack pine/feathermoss","Moderately fresh sandy loam","49.5000000000000000","PICEMAR","VACCMYR",,"PLEUSCH","55.1100000000000000","125.8100000000000000",3,"Mid Slope",170,"S",7,"> 30.0 degrees",2,"Rapid",0,475,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","9.0000000000000000","Podzolic","20","Humo-Ferric","OST",,51,"Sandy",,,54,6,"132.5000000000000000","0.0000000000000000",20,"non-calcareous"
666,"2002","BS","Boreal Shield","C5","Livingstone Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","56.0000000000000000","PINUBAN","EMPENIG",,"LICHSPP","51.5600000000000000","64.5100000000000000",2,"Upper Slope",155,"S",7,"> 30.0 degrees",2,"Rapid",0,510,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",52,"Sandy",,,,3,"83.2600000000000000","0.0000000000000000",27,"non-calcareous"
667,"2002","BS","Boreal Shield","C5","Livingstone Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","114.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","42.6100000000000000","74.3600000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,460,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",62,"Sandy",,,,4,"83.7600000000000000","0.0000000000000000",20,"non-calcareous"
671,"2002","BP","Boreal Plain","E16","Clarke Lake Plain","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","87.5999984700000000","POPUTRE","ROSAACI","LINNBOR","BRYOSPP","225.6300000000000000","246.5800000000000000",3,"Mid Slope",300,"W",2,"0.5 – 2.0 degrees",4,"Moderately well",0,506,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",3,"Coarse-Silty",,,,12,"214.5900000000000000","0.5000000000000000",50,"non-calcareous"
672,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP25","Willow shrubby rich fen","Wet humic organic","95.0000000000000000","POPUBAL","LEDUGRO","EQUIARV","LOPHHET","310.8000000000000000","313.3000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,458,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","2.0000000000000000","Gleysolic","5","Gleysol","REG","Rego",0,"Loamy",,0,,29,"237.5000000000000000","21.0000000000000000",46,"non-calcareous"
673,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","57.2500000000000000","PICEGLA","RIBEOXY","TRIEBOR","HYLOSPL","153.2000000000000000","174.4500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",3,"Well",0,470,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",10,"Loamy",,,,8,"174.4100000000000000","0.0000000000000000",38,"non-calcareous"
675,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","69.3750000000000000","ABIEBAL","ROSAACI","CORNCAN","BRYOSPP","112.1350000000000000","117.9350000000000000",3,"Mid Slope",306,"W",3,"2.0 – 5.0 degrees",3,"Well",0,474,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",2,"Coarse-Silty",,,,13,"108.8000000000000000","0.0000000000000000",35,"non-calcareous"
676,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","72.8333358800000000","PICEGLA","ROSAACI","GYMNDRY","PLEUSCH","224.2100000000000000","238.5600000000000000",4,"Lower Slope",142,"S",3,"2.0 – 5.0 degrees",3,"Well",0,460,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","4.0000000000000000","Luvisolic","7","Gray						","DAR","Dark",0,"Coarse-Silty",,,,6,"297.2900000000000000","0.0000000000000000",36,"non-calcareous"
677,"2002","BP","Boreal Plain","E16","Clarke Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","88.1666641200000000","PICEGLA","RHAMALN","ARALNUD","HYLOSPL","102.7750000000000000","175.9750000000000000",2,"Upper Slope",245,"W",2,"0.5 – 2.0 degrees",4,"Moderately well",0,494,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",4,"Loamy",,,,12,"172.7900000000000000","0.7550000000000000",40,"non-calcareous"
678,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP11","White birch - white spruce - balsam fir","Fresh sandy clay loam","95.8333358800000000","PICEGLA","ROSAACI","PETAPAL","HYLOSPL","189.7100000000000000","214.4100000000000000",4,"Lower Slope",102,"E",4,"5.0 – 9.0 degrees",3,"Well",0,477,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",10,"Loamy",,,,7,"198.5100000000000000","0.0000000000000000",45,"non-calcareous"
680,"2001","BP","Boreal Plain","E14","Dore Lake Lowland","BP15","Balsam poplar - white spruce/feathermoss","Very moist silty loam","67.5000000000000000","POPUBAL","VIBUEDU","CORNCAN","BRACSAL","224.5500000000000000","226.4500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,461,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","GEL","Gleyed Eluviated",44,"Loamy",,,40,5,"225.5600000000000000","0.0000000000000000",45,"non-calcareous"
681,"2001","BP","Boreal Plain","E14","Dore Lake Lowland","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","100.7500000000000000","POPUTRE","RIBEOXY","MITENUD","HYLOSPL","128.8350000000000000","141.2850000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,457,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","23","Melanic","GEL","Gleyed Eluviated",45,"Loamy",,,60,10,"145.5400000000000000","0.0000000000000000",37,"non-calcareous"
682,"2001","BP","Boreal Plain","E13","Mahigan Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","73.5714263900000000","PICEGLA","VIBUEDU","PETAPAL","PTILCRI","224.4600000000000000","249.0600000000000000",4,"Lower Slope",82,"E",4,"5.0 – 9.0 degrees",2,"Rapid",0,466,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",0,"Sandy",,,,7,"216.9700000000000000","0.0100000000000000",39,"non-calcareous"
685,"2002","BP","Boreal Plain","E15","Smoothstone Plain","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam","65.2500000000000000","PICEMAR","VIBUEDU","TRIEBOR","PLEUSCH","63.1850000000000000","160.7350000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,529,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","4","Luvic","ORT","Orthic",1,"Coarse-Silty",,,,9,"172.3000000000000000","0.0000000000000000",32,"non-calcareous"
688,"2002","BP","Boreal Plain","E13","Mahigan Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","68.4000015300000000","ABIEBAL","RIBETRI","DRYOAUS","BRYOSPP","203.0800000000000000","243.6800000000000000",3,"Mid Slope",64,"E",3,"2.0 – 5.0 degrees",3,"Well",0,563,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",5,"Coarse-Silty",,,,6,"182.5200000000000000","0.5000000000000000",57,"non-calcareous"
690,"2002","BP","Boreal Plain","E13","Mahigan Lake Plain","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","49.2500000000000000","POPUTRE","RIBETRI","GALIBOR","HYLOSPL","64.0300000000000000","84.9300000000000000",3,"Mid Slope",78,"E",6,"15.0 – 30.0 degrees",4,"Moderately well",0,587,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",1,"Coarse-Silty",,,,23,"100.4300000000000000","0.2500000000000000",44,"non-calcareous"
695,"2002","BP","Boreal Plain","E13","Mahigan Lake Plain","BP11","White birch - white spruce - balsam fir","Fresh sandy clay loam","57.4285697900000000","BETUPAP","RIBEGLA","CORNCAN","BRYOSPP","163.9650000000000000","178.7150000000000000",5,"Toe Slope",80,"E",3,"2.0 – 5.0 degrees",5,"Imperfect",0,509,"5.0000000000000000","Very Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",8,"Loamy",,,,11,"154.5500000000000000","0.0000000000000000",52,"non-calcareous"
697,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP12","Jack pine - spruce/feathermoss","Fresh loamy sand","61.8333320600000000","PINUBAN","LEDUGRO","CORNCAN","PLEUSCH","375.1500000000000000","434.0000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",2,"Rapid",1,514,"2.0000000000000000","Moderately Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",4,"Sandy",,94,,7,"344.9600000000000000","0.0000000000000000",33,"non-calcareous"
699,"2002","BP","Boreal Plain","E15","Smoothstone Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","54.7500000000000000","ABIEBAL","RUBUIDA","MITENUD","BRYOSPP","168.7300000000000000","188.0800000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",4,"Moderately well",0,542,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",13,"Coarse-Silty",,,,9,"143.1600000000000000","0.0000000000000000",48,"non-calcareous"
700,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP4","Jack pine - trembling aspen/feathermoss","Moderately fresh sand","55.6666679400000000","POPUTRE","LEDUGRO","GOODREP","PLEUSCH","214.4800000000000000","230.5300000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",3,"Well",0,508,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",10,"Loamy",,,,10,"184.6000000000000000","0.0100000000000000",36,"non-calcareous"
702,"2002","BP","Boreal Plain","E15","Smoothstone Plain","BP11","White birch - white spruce - balsam fir","Fresh sandy clay loam","57.0000000000000000","BETUPAP","RIBETRI","ARALNUD","PLEUSCH","154.3700000000000000","160.3700000000000000",2,"Upper Slope",250,"W",3,"2.0 – 5.0 degrees",3,"Well",0,522,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",7,"Sandy",,,,12,"179.6000000000000000","0.5000000000000000",56,"non-calcareous"
703,"2002","BP","Boreal Plain","E15","Smoothstone Plain","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam","49.7500000000000000","PINUBAN","ROSAACI","TRIEBOR","PLEUSCH","60.9400000000000000","156.7900000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,478,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","5","Gleysol","ORT","Orthic",0,"Loamy",,,,13,"172.5100000000000000","0.7550000000000000",49,"non-calcareous"
710,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP12","Jack pine - spruce/feathermoss","Fresh loamy sand","60.5000000000000000","PICEMAR","LEDUGRO","CORNCAN","PLEUSCH","216.4000000000000000","321.3000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",1,498,"5.0000000000000000","Very Fresh","1.0000000000000000","Fluvial","4.0000000000000000","Luvisolic","7","Gray						","GBR","Gleyed Brunisolic",8,"Loamy",,56,,34,"309.6600000000000000","2.5000000000000000",43,"non-calcareous"
711,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP4","Jack pine - trembling aspen/feathermoss","Moderately fresh sand","60.8333320600000000","PINUBAN","ALNUCRI","LYCOCOM","PLEUSCH","208.2000000000000000","254.1000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",3,"Well",0,507,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",58,"Sandy",,,,8,"225.3500000000000000","3.2500000000000000",30,"non-calcareous"
723,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","51.5000000000000000","PICEMAR","LEDUGRO","EQUISYL","PLEUSCH","165.4000000000000000","252.3000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",1,508,"6.0000000000000000","Moderately Moist","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","GEL","Gleyed Eluviated",1,"Sandy",,11,,20,"235.3500000000000000","1.0000000000000000",23,"non-calcareous"
724,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","59.0000000000000000","PICEMAR","LEDUGRO","EQUISYL","PLEUSCH","122.9500000000000000","218.8000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",1,483,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","TER","Terric",21,"Organic Mesic",,32,,54,"236.0000000000000000","2.0000000000000000",25,"non-calcareous"
725,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP20","Labrador tea shrubby bog","Wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADMIT","122.9000000000000000","148.2000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",1,492,"8.0000000000000000","Very Moist","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","TER","Terric",6,"Organic Fibric",,27,,52,"233.3100000000000000","0.2500000000000000",27,"non-calcareous"
728,"2001","BP","Boreal Plain","E12","La Plonge Plain","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam",,"PICEMAR","LEDUGRO","GRAMSPP","PLEUSCH","84.0000000000000000","170.1600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",3,"Well",1,497,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",6,"Sandy",,60,,7,"178.0100000000000000","0.2500000000000000",22,"non-calcareous"
730,"1999 2000","BP","Boreal Plain","E15","Smoothstone Plain","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam",,"PICEMAR","LEDUGRO","EQUISCI","HYLOSPL","181.7050000000000000","208.1050000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",6,"Poor",1,532,"8.0000000000000000","Very Moist","7.0000000000000000","Organic","2.0000000000000000","Gleysolic","5","Gleysol","REG","Rego",0,"LFH",,100,,40,"213.5100000000000000","3.0000000000000000",21,"non-calcareous"
732,"2002","BP","Boreal Plain","G10","Sturgeon River Plain","BP25","Willow shrubby rich fen","Wet humic organic",,,"BETUGLA","GRAMSPP","BRYOSPP","216.5000000000000000","237.2000000000000000",6,"Depression",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,494,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,10,,160,"40.3800000000000000","178.0000000000000000",10,"non-calcareous"
733,"2002","BP","Boreal Plain","G10","Sturgeon River Plain","BP6","Trembling aspen/beaked hazel/sarsaparilla","Fresh loamy sand","58.5000000000000000","POPUTRE","CORYCOR","RUBUPUB","BRYOSPP","123.1400000000000000","124.1400000000000000",2,"Upper Slope",306,"W",4,"5.0 – 9.0 degrees",3,"Well",0,502,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",4,"Loamy",,,,12,"132.8000000000000000","1.5100000000000000",39,"non-calcareous"
735,"2002","BP","Boreal Plain","G10","Sturgeon River Plain","BP25","Willow shrubby rich fen","Wet humic organic",,,"SALISPP","GRAMSPP","LICHSPP","152.5000000000000000","153.8000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",6,"Poor",0,519,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","22","Humic","REG","Rego",2,"Loamy",,,,39,"14.0000000000000000","146.7500000000000000",24,"strongly calcareous"
736,"2002","BP","Boreal Plain","G10","Sturgeon River Plain","BP3","Jack pine/feathermoss","Moderately fresh loamy sand","73.5000000000000000","PINUBAN","ROSAACI","MAIACAN","PLEUSCH","67.2700000000000000","147.0700000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,522,"2.0000000000000000","Moderately Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ORT","Orthic",61,"Sandy",,,,6,"157.2300000000000000","0.5000000000000000",34,"non-calcareous"
738,"2001","BS","Boreal Shield","C1","Athabasca Dunes","BS5","Jack pine - white birch/feathermoss","Moderately dry sand","59.8333320600000000","BETUPAP","LEDUGRO","EQUIARV","PLEUSCH","41.0200000000000000","48.4700000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,243,"8.0000000000000000","Very Moist","6.0000000000000000","Eolian","2.0000000000000000","Gleysolic","5","Gleysol","ORT","Orthic",0,"Loamy",,,,5,"63.7600000000000000","0.0000000000000000",35,"non-calcareous"
739,"2001","BS","Boreal Shield","C1","Athabasca Dunes","BS18","Labrador tea shrubby bog","Moderately wet mesic organic","62.5000000000000000","BETUPAP","LEDUGRO","CALACAN","BRYOSPP","86.2500000000000000","91.1500000000000000",6,"Depression",999,"L",1,"0 – 0.5 degrees",7,"Very poor",1,248,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","7.0000000000000000","Cryosolic","16","Static","GLE","Gleyed ",0,"Coarse-Silty",,0,,24,"113.6900000000000000","2.7500000000000000",38,"non-calcareous"
740,"2001","BS","Boreal Shield","C1","Athabasca Dunes","BS9","Black spruce - jack pine/feathermoss","Moderately fresh sandy loam","56.0000000000000000","PICEMAR","ALNUCRI","EQUISYL","PLEUSCH","85.8100000000000000","175.9100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,259,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","2.0000000000000000","Gleysolic","5","Gleysol","ORT","Orthic",0,"Loamy",,,,7,"168.1300000000000000","0.0100000000000000",26,"non-calcareous"
748,"1999 2000","BP","Boreal Plain","E16","Clarke Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","75.6666641200000000","PICEGLA","ROSAACI","ASTESPP","BRYOSPP","105.8100000000000000","111.5600000000000000",2,"Upper Slope",180,"S",4,"5.0 – 9.0 degrees",5,"Imperfect",0,525,"7.0000000000000000","Moist","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","GLE","Gleyed ",5,"Fine-Clayey",,,,21,"104.5100000000000000","1.5000000000000000",38,"non-calcareous"
749,"1999 2000","BP","Boreal Plain","E16","Clarke Lake Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","90.3333358800000000","ABIEBAL","ROSAACI","ARALNUD","BRYOSPP","83.2000000000000000","92.0000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,510,"7.0000000000000000","Moist","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","GLE","Gleyed ",7,"Loamy",,,,10,"89.7500000000000000","0.5000000000000000",40,"non-calcareous"
750,"1999 2000","BP","Boreal Plain","E16","Clarke Lake Plain","BP6","Trembling aspen/beaked hazel/sarsaparilla","Fresh loamy sand","63.1666679400000000","POPUTRE","RIBETRI","CORNCAN","PLAGDRU","176.0000000000000000","177.7000000000000000",4,"Lower Slope",118,"E",2,"0.5 – 2.0 degrees",3,"Well",0,510,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","GLE","Gleyed ",5,"Loamy",,,,12,"150.2500000000000000","0.2500000000000000",46,"non-calcareous"
751,"1999 2000","BP","Boreal Plain","E16","Clarke Lake Plain","BP7","Trembling aspen - white birch/sarsaparilla","Fresh loamy sand","30.0000000000000000","POPUTRE","RUBUIDA","ARALNUD","BRYOSPP","248.5450000000000000","252.3450000000000000",2,"Upper Slope",45,"N",5,"9.0 – 15.0 degrees",3,"Well",0,579,"4.0000000000000000","Fresh","5.0000000000000000","Glacial-lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",21,"Fine-Clayey",,,,20,"251.5400000000000000","4.5050000000000000",44,"non-calcareous"
757,"2001","BS","Boreal Shield","C6","Squirrel Lake Plain","BS12","White spruce/crowberry/feathermoss","Moderately fresh sand","122.7500000000000000","PICEGLA","VACCVIT","PYROSEC","HYLOSPL","102.9000000000000000","175.7500000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,249,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","6","Sombric","ELU","Eluviated",18,"Sandy",,,,13,"179.9100000000000000","0.0000000000000000",30,"non-calcareous"
758,"2001","BS","Boreal Shield","C7","Fond du Lac Lowland","BS15","Trembling aspen - white birch/green alder","Moderately fresh loamy sand","62.7500000000000000","BETUPAP","VACCMYR","ARALNUD","PARMSUL","89.8550000000000000","92.0550000000000000",2,"Upper Slope",320,"N",3,"2.0 – 5.0 degrees",2,"Rapid",0,261,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","DUR","Duric",24,"Sandy",,,,20,"107.4000000000000000","0.0000000000000000",34,"non-calcareous"
759,"2001","BS","Boreal Shield","C6","Squirrel Lake Plain","BS14","White birch/lingonberry - Labrador tea","Moderately dry sand","65.1666641200000000","BETUPAP","LEDUGRO","CORNCAN","CLADTUR","124.1200000000000000","125.5200000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,245,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Loamy",,,,5,"129.5200000000000000","0.0000000000000000",28,"non-calcareous"
760,"2001","BS","Boreal Shield","C6","Squirrel Lake Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","65.2500000000000000","PINUBAN","VACCVIT","GEOCLIV","CLADSPP","175.5000000000000000","179.4000000000000000",2,"Upper Slope",270,"W",3,"2.0 – 5.0 degrees",2,"Rapid",0,251,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,4,"160.2500000000000000","0.5000000000000000",25,"non-calcareous"
761,"2001","BS","Boreal Shield","C6","Squirrel Lake Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","58.0000000000000000","PINUBAN","ARCTUVA","GEOCLIV","CLADMIT","35.4000000000000000","46.0500000000000000",2,"Upper Slope",220,"S",5,"9.0 – 15.0 degrees",2,"Rapid",0,243,"2.0000000000000000","Moderately Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,5,"69.0000000000000000","0.5000000000000000",24,"non-calcareous"
