"","cluster","neighbor","sil_width","fec_vegfor_log_hc_cut_ward_4"
"1026",2,1,0.348599919078637,4
"775",2,1,0.347285330055265,4
"1611",2,1,0.347218506371391,2
"602",2,1,0.347013143008427,2
"723",2,1,0.34673832372754,2
"819",2,1,0.346535108496838,4
"837",2,1,0.346447537839219,4
"1344",2,1,0.346025381445257,2
"1051",2,1,0.344349749787246,2
"112",2,1,0.344000728658155,2
"1116",2,1,0.342680861001635,2
"1667",2,1,0.342468589608499,2
"1361",2,1,0.341940002145885,2
"572",2,1,0.34162751562537,4
"975",2,1,0.341305108510827,2
"1764",2,1,0.341201795167252,2
"1750",2,1,0.340855169558405,2
"1110",2,1,0.340811617699229,2
"1653",2,1,0.339951283373261,2
"134",2,1,0.339889626898095,2
"224",2,1,0.339390675418395,2
"1762",2,1,0.339032801590332,2
"972",2,1,0.339027391028098,2
"899",2,1,0.338930366247245,2
"854",2,1,0.338730573101321,2
"1720",2,1,0.33866936269936,2
"1405",2,1,0.338200073384361,2
"1746",2,1,0.338120124611199,3
"1735",2,1,0.337690634629953,2
"1128",2,1,0.337059664360385,2
"685",2,1,0.336798020675043,2
"999",2,1,0.336605947970354,2
"364",2,1,0.336474244269638,2
"811",2,1,0.336096860843902,2
"1287",2,1,0.335542611422599,2
"651",2,1,0.335515699725338,2
"140",2,1,0.335045218469704,4
"1098",2,1,0.33503962022546,2
"1558",2,1,0.334772797181764,2
"981",2,1,0.334524642129172,4
"1190",2,1,0.334161759142362,2
"612",2,1,0.33413091289397,2
"1748",2,1,0.33374647899981,2
"1210",2,1,0.333308245441055,2
"822",2,1,0.333131355080843,2
"313",2,1,0.332693678288821,2
"196",2,1,0.332684920005793,4
"286",2,1,0.332609135470032,4
"358",2,1,0.33249187935821,2
"904",2,1,0.332254888111923,2
"631",2,1,0.332114374660643,4
"174",2,1,0.331988121351109,2
"1114",2,1,0.33184232069706,2
"961",2,1,0.331633049986861,2
"1346",2,1,0.330960270563946,2
"832",2,1,0.330919416832469,2
"1364",2,1,0.330738517218381,2
"490",2,1,0.330348162269105,2
"1695",2,1,0.32974928541434,2
"1710",2,1,0.328670009762209,2
"632",2,1,0.328651908407245,2
"939",2,1,0.328543038966389,2
"160",2,1,0.328206023580809,3
"1003",2,1,0.327740468447482,2
"283",2,1,0.327501021908377,4
"1855",2,1,0.327205188327938,2
"296",2,1,0.327166403047623,2
"760",2,1,0.327111555665667,2
"1703",2,1,0.326940471287752,2
"1721",2,1,0.326889492582021,2
"897",2,1,0.326806050507859,2
"1663",2,1,0.32623155701221,2
"954",2,1,0.326049558817877,2
"209",2,1,0.32561641951143,4
"1059",2,1,0.325541653111817,4
"1675",2,1,0.324886155871899,4
"920",2,1,0.324841360880078,4
"206",2,1,0.324205022904717,3
"360",2,1,0.323944775907632,2
"759",2,1,0.323851756227727,2
"2036",2,1,0.323803492541075,4
"1527",2,1,0.323210696608774,4
"1767",2,1,0.323200215122624,2
"1392",2,1,0.322824071309122,4
"1656",2,1,0.322670323307765,2
"1398",2,1,0.32263052194075,2
"1758",2,1,0.322136671980472,1
"976",2,1,0.321966631604966,2
"1544",2,1,0.321895354527394,4
"1204",2,1,0.321084073849692,4
"216",2,1,0.320999016037243,2
"894",2,1,0.320750393126154,2
"454",2,1,0.320746215812046,2
"1005",2,1,0.320685185198365,4
"1545",2,1,0.320459039908554,2
"820",2,1,0.320386092728273,2
"349",2,1,0.320356706624988,4
"1058",2,1,0.320039052763712,4
"896",2,1,0.319677388128281,4
"1095",2,1,0.319185410274219,2
"1689",2,1,0.319142321233156,2
"1324",2,1,0.31912874938007,2
"774",2,1,0.319092628879737,2
"199",2,1,0.318063201535418,4
"312",2,1,0.317451245360916,4
"847",2,1,0.317329280875752,2
"962",2,1,0.317216610908544,3
"1104",2,1,0.316882992690385,3
"1016",2,1,0.316440851104221,2
"1747",2,1,0.316125180478616,2
"76",2,1,0.315859521755958,4
"1044",2,1,0.315801795282982,4
"1726",2,1,0.315726029952135,4
"1097",2,1,0.315714658092656,4
"1714",2,1,0.3155357437568,2
"1717",2,1,0.315476914957031,2
"1669",2,1,0.315274637849252,2
"369",2,1,0.314415130968834,4
"1264",2,1,0.313996717263146,2
"1684",2,1,0.313666317836371,2
"156",2,1,0.313429027338797,4
"397",2,1,0.313391606366159,2
"237",2,1,0.312300162438708,4
"1604",2,1,0.311249811074819,4
"141",2,1,0.310725987908036,2
"205",2,1,0.310438041882264,2
"979",2,1,0.310338392174226,4
"191",2,1,0.310278689512574,2
"992",2,1,0.310230191220289,4
"258",2,1,0.309643696212572,4
"1730",2,1,0.308900972767301,4
"1347",2,1,0.308827009368749,4
"1266",2,1,0.308624129274291,4
"738",2,1,0.308064298477001,2
"648",2,1,0.308028519120843,2
"1590",2,1,0.307303196051063,4
"817",2,1,0.3064890435817,2
"958",2,1,0.306411519436485,4
"863",2,1,0.305486086282771,4
"921",2,1,0.305370634134318,4
"1575",2,1,0.303967381073864,2
"215",2,1,0.303014374502702,4
"805",2,1,0.30295547713478,4
"1599",2,1,0.302247502929747,4
"626",2,1,0.302225694759551,4
"1034",2,1,0.301891171110705,2
"1321",2,1,0.301443772569657,4
"1164",2,1,0.301399386506691,2
"1679",2,1,0.300385682418254,4
"1194",2,1,0.300353221030555,2
"1685",2,1,0.299734404926759,2
"1071",2,1,0.299254196330996,2
"1515",2,1,0.299188168943261,2
"650",2,1,0.299107202078442,4
"1676",2,1,0.297423123532038,4
"1280",2,1,0.297087490312345,2
"1647",2,1,0.29588746546957,4
"617",2,1,0.295852753199054,2
"1639",2,1,0.295837986587654,4
"1825",2,1,0.295527314506171,2
"1698",2,1,0.295405304968233,2
"248",2,1,0.29532028625175,2
"1509",2,1,0.29519292141845,2
"1106",2,1,0.294924993967671,2
"919",2,1,0.294520603550789,2
"1600",2,1,0.293953322074244,2
"965",2,1,0.293509716846873,4
"790",2,1,0.293361681639971,3
"93",2,1,0.292419205135112,3
"1355",2,1,0.291762519760097,2
"1070",2,1,0.291062712818666,2
"254",2,1,0.290194597177993,2
"1643",2,1,0.28910614763601,4
"994",2,1,0.289070437943472,2
"150",2,1,0.288772456194766,2
"437",2,1,0.288711922183509,2
"1718",2,1,0.288667458997927,2
"422",2,1,0.288576923286885,2
"178",2,1,0.288071136439753,4
"353",2,1,0.287847808996032,2
"110",2,1,0.287690998238422,4
"1103",2,1,0.287528534954395,3
"1275",2,1,0.286312485516957,2
"151",2,1,0.286297319473022,2
"1408",2,1,0.285917509219033,2
"1556",2,1,0.285760596409232,3
"1605",2,1,0.285753049863321,4
"974",2,1,0.285107949881784,2
"1274",2,1,0.285074998435951,4
"1586",2,1,0.28485327157042,4
"373",2,1,0.284782698449756,2
"963",2,1,0.284499947518905,2
"1672",2,1,0.284281099562283,2
"80",2,1,0.284066812539238,2
"1093",2,1,0.284036759466022,2
"1092",2,1,0.284026144240937,2
"1111",2,1,0.283716805415808,2
"952",2,1,0.282911904351061,2
"180",2,1,0.28244899551864,2
"2008",2,1,0.282441175607669,2
"1561",2,1,0.2822327759509,2
"888",2,1,0.281739924445985,2
"907",2,1,0.281402314634011,2
"382",2,1,0.280738583022938,2
"1670",2,1,0.280403019049996,3
"203",2,1,0.280289054088776,2
"261",2,1,0.280033457312931,2
"1183",2,1,0.279824069960831,3
"638",2,1,0.279489414539367,4
"267",2,1,0.279361071250899,4
"1828",2,1,0.279093488255143,4
"1336",2,1,0.278952890846178,4
"247",2,1,0.278921912539648,2
"238",2,1,0.278201307660996,3
"1359",2,1,0.278036944605016,3
"77",2,1,0.276974394337421,4
"1810",2,1,0.274993817782354,2
"1766",2,1,0.274673856405099,4
"829",2,1,0.27338384585967,2
"1733",2,1,0.273007953464097,2
"1594",2,1,0.273000102152609,2
"977",2,1,0.272921248778919,2
"1081",2,1,0.272918403579243,2
"1033",2,1,0.271145227449165,2
"256",2,1,0.270619065389279,4
"1827",2,1,0.270462714186563,3
"506",2,1,0.270120021772085,2
"1105",2,1,0.269435366497785,2
"446",2,1,0.268874981356067,2
"235",2,1,0.268735029733794,2
"239",2,1,0.268656198871971,4
"991",2,1,0.267621436290054,2
"88",2,1,0.267584293793174,2
"1660",2,1,0.266734336445137,2
"937",2,1,0.266097604713791,2
"1129",2,1,0.265773075670525,2
"973",2,1,0.265680250395123,2
"1268",2,1,0.264944239907025,2
"1010",2,1,0.26439649713688,2
"895",2,1,0.264038564120534,2
"1036",2,1,0.263229855181983,2
"1803",2,1,0.262717353214568,2
"1820",2,1,0.262574912823667,3
"1668",2,1,0.262124144694192,2
"1824",2,1,0.261505568374053,2
"906",2,1,0.26029331396152,2
"1290",2,1,0.260144477214163,2
"1687",2,1,0.258209694061521,2
"401",2,1,0.257927775595145,2
"1323",2,1,0.257806152657675,4
"478",2,1,0.257763334685026,2
"1694",2,1,0.257710365662811,2
"1312",2,1,0.257427483585055,2
"1518",2,1,0.256339837728214,2
"1723",2,1,0.256277693234975,2
"354",2,1,0.255896997197833,2
"1531",2,1,0.255602133146557,3
"89",2,1,0.255418534025837,2
"914",2,1,0.255118398540517,2
"1272",2,1,0.254936319905361,2
"374",2,1,0.254115634609436,2
"1158",2,1,0.253643372812187,2
"1823",2,1,0.252812031944904,2
"898",2,1,0.252671902081937,2
"389",2,1,0.252504713933824,2
"165",2,1,0.252325309505168,2
"1169",2,1,0.252195965384968,2
"1042",2,1,0.251936793825434,3
"55",2,1,0.250667835327044,3
"1040",2,1,0.250086615198418,2
"158",2,1,0.249986113921603,2
"60",2,1,0.249826097197382,3
"1732",2,1,0.248920644123502,3
"730",2,1,0.247907672933541,2
"86",2,1,0.247715622803289,3
"1017",2,1,0.247639107891249,2
"1167",2,1,0.247223125104497,4
"876",2,1,0.245846906708202,3
"971",2,1,0.245703174316953,2
"1520",2,1,0.245474991796991,2
"1693",2,1,0.24526582181931,2
"1582",2,1,0.24509716327069,2
"113",2,1,0.245071754026275,2
"184",2,1,0.244662927640335,2
"90",2,1,0.244638080106717,2
"1191",2,1,0.244510060465252,2
"880",2,1,0.243270927485795,2
"264",2,1,0.242557486493728,2
"482",2,1,0.242165331597137,2
"98",2,1,0.242021690294172,4
"153",2,1,0.241367816999173,2
"951",2,1,0.240503047903878,3
"867",2,1,0.240133724630688,2
"905",2,1,0.240065733229255,2
"2001",2,1,0.239393332405348,2
"530",2,1,0.239344503379776,2
"540",2,1,0.239103244708933,2
"645",2,1,0.238372561793207,2
"1223",2,1,0.237623594017686,3
"2003",2,1,0.237612057499389,2
"1666",2,1,0.23760693036105,2
"700",2,1,0.237355542395544,2
"181",2,1,0.235839219642495,2
"485",2,1,0.235608764974232,2
"73",2,1,0.235175473402723,2
"1188",2,1,0.234384942895633,2
"2022",2,1,0.234366966310057,3
"84",2,1,0.23384194011821,2
"51",2,1,0.233742500887708,2
"259",2,1,0.23372644281165,3
"1837",2,1,0.232477659119896,2
"52",2,1,0.232268705603824,3
"365",2,1,0.231619597373466,2
"116",2,1,0.230545621671456,2
"851",2,1,0.230543794288814,2
"957",2,1,0.230506610425939,2
"175",2,1,0.230287857523826,2
"1806",2,1,0.228970746213878,2
"1425",2,1,0.226012062926354,2
"697",2,1,0.226009706897946,2
"1953",2,1,0.225920815760137,2
"295",2,1,0.22591144160532,2
"350",2,1,0.225061094926831,3
"988",2,1,0.225015112876448,2
"501",2,1,0.223587726487295,2
"1739",2,1,0.222370987198173,2
"1409",2,1,0.221999571090689,2
"250",2,1,0.221997253720002,2
"917",2,1,0.220377729552029,3
"984",2,1,0.219628049303314,4
"1997",2,1,0.218501222832142,2
"554",2,1,0.218083796941513,3
"245",2,1,0.217635340762205,2
"1988",2,1,0.217174264913585,2
"649",2,1,0.217141087666934,2
"1976",2,1,0.214643048846023,2
"128",2,1,0.213323443440877,3
"538",2,1,0.213306834220863,2
"145",2,1,0.212564573646913,2
"127",2,1,0.211828109824176,2
"900",2,1,0.211525452985636,2
"200",2,1,0.211263677934112,3
"408",2,1,0.210126306779337,2
"1534",2,1,0.209929153211379,2
"1063",2,1,0.209565482611204,3
"1805",2,1,0.208957195725667,4
"138",2,1,0.208659190890525,4
"418",2,1,0.208222678114752,4
"1934",2,1,0.206900071842426,3
"967",2,1,0.206242675709957,4
"74",2,1,0.206175466918331,4
"852",2,1,0.206135397437619,4
"710",2,1,0.204629937489776,4
"647",2,1,0.203437851013548,4
"646",2,1,0.202913727767046,4
"280",2,1,0.202431924654998,3
"152",2,1,0.200564893956587,3
"82",2,1,0.200445210069137,3
"464",2,1,0.200343242775758,3
"990",2,1,0.200339620648212,3
"323",2,1,0.200230414902542,3
"1576",2,1,0.200219204331784,3
"764",2,1,0.200034780857983,4
"269",2,1,0.19984188006543,4
"450",2,1,0.198958063278156,3
"1374",2,1,0.198124677328634,3
"2014",2,1,0.197477780956241,3
"794",2,1,0.197332029070636,4
"221",2,1,0.197201533554135,3
"188",2,1,0.196559268926114,3
"497",2,1,0.196397980920611,3
"1096",2,1,0.196224920440119,3
"892",2,1,0.196033234778262,4
"83",2,1,0.195791191334246,4
"54",2,1,0.195138564401235,4
"884",2,1,0.194972225399895,4
"163",2,1,0.194599283469821,4
"1271",2,1,0.192856481044554,4
"342",2,1,0.192394765201934,4
"1673",2,1,0.190215193317682,4
"1516",2,1,0.188951124836469,4
"1014",2,1,0.188730716773472,4
"845",2,1,0.187191085734835,4
"1449",2,1,0.187060055646293,4
"1052",2,1,0.186829670218882,4
"1852",2,1,0.186597140602815,4
"1448",2,1,0.184409624987756,4
"1901",2,1,0.183847078201737,4
"270",2,1,0.183748886405726,4
"1500",2,1,0.183121123833322,4
"783",2,1,0.179406596894349,4
"902",2,1,0.177742873718125,4
"1987",2,1,0.176912157543871,4
"2021",2,1,0.176586357789844,4
"711",2,1,0.176276205478084,2
"969",2,1,0.176140875917122,4
"210",2,1,0.174501265033207,2
"543",2,1,0.174365998249791,4
"2013",2,1,0.17395205654213,2
"1800",2,1,0.173644898772277,4
"1412",2,1,0.173477248406384,4
"431",2,1,0.173436942941483,2
"305",2,1,0.173238398743091,4
"1502",2,1,0.172815330553464,4
"1692",2,1,0.172446983426374,4
"1560",2,1,0.171787159120295,2
"1580",2,1,0.171238415324392,4
"1495",2,1,0.170699712843939,4
"901",2,1,0.170440349727928,3
"1267",2,1,0.170409359565666,3
"547",2,1,0.169881440429866,3
"173",2,1,0.166368743021776,2
"395",2,1,0.165122127144586,2
"889",2,1,0.164651108692353,2
"535",2,1,0.163489328869698,3
"1011",2,1,0.161595619397045,4
"925",2,1,0.160720136605105,2
"1308",2,1,0.15879630719962,1
"539",2,1,0.158469164237253,4
"118",2,1,0.156918641082232,3
"1506",2,1,0.155944270122762,4
"1305",2,1,0.155797943754013,4
"788",2,1,0.15448830047719,4
"1526",2,1,0.153878039197063,1
"240",2,1,0.153294212531788,1
"1340",2,1,0.151906172049556,3
"587",2,1,0.150193713430401,4
"1967",2,1,0.149408639451168,2
"292",2,1,0.148191274983607,1
"877",2,1,0.147896305676476,1
"1662",2,1,0.147603270349903,1
"780",2,1,0.146180122965217,1
"1532",2,1,0.146055827280025,4
"1894",2,1,0.14427057731014,1
"1168",2,1,0.141324825208646,4
"778",2,1,0.140941135175888,1
"380",2,1,0.140504894489902,1
"207",2,1,0.139861258327931,1
"415",2,1,0.138476833308283,1
"989",2,1,0.138338591246876,1
"262",2,1,0.13815101643667,1
"242",2,1,0.13797359263373,4
"449",2,1,0.137927542680849,1
"436",2,1,0.136946585138671,4
"1299",2,1,0.136765713636519,4
"1375",2,1,0.136733950578536,1
"517",2,1,0.136259780589414,3
"488",2,1,0.135762222435231,3
"883",2,1,0.134763563074134,3
"379",2,1,0.134726746998825,3
"476",2,1,0.133068384666521,3
"356",2,1,0.131615701158164,1
"1512",2,1,0.130001905821248,3
"789",2,1,0.129375859033574,3
"1697",2,1,0.128683782289304,3
"911",2,1,0.127852246496733,4
"1809",2,1,0.125431493320264,1
"137",2,1,0.125330405924951,4
"1780",2,1,0.125255962088782,1
"1350",2,1,0.124388219800241,1
"99",2,1,0.123365634883996,4
"168",2,1,0.118640307807469,1
"946",2,1,0.117364574359674,4
"1062",2,1,0.116325431473364,4
"1581",2,1,0.115857771093486,4
"757",2,1,0.11551291260885,4
"890",2,1,0.115457798053079,4
"1162",2,1,0.113216754794468,4
"736",2,1,0.113186175571017,1
"527",2,1,0.112503212592844,4
"1808",2,1,0.110941466597574,4
"355",2,1,0.110635405904661,4
"1763",2,1,0.110515236299349,4
"1195",2,1,0.110322002769928,4
"1781",2,1,0.108958224702096,1
"1277",2,1,0.10872317237021,4
"2033",2,1,0.107760103110772,4
"1499",2,1,0.107495858465792,4
"1625",2,1,0.107144303118148,4
"337",2,1,0.106909362475523,4
"515",2,1,0.10634598572027,4
"1434",2,1,0.105917959111262,4
"491",2,1,0.10183335365194,4
"457",2,1,0.101277107171286,4
"407",2,1,0.100565239757857,4
"1842",2,1,0.099865838135019,4
"1013",2,1,0.0987766273774681,2
"1443",2,1,0.0961392403147093,4
"2009",2,1,0.0938531554130677,4
"500",2,1,0.0931076829584351,4
"915",2,1,0.0912791040402718,4
"1354",2,1,0.0901660312497843,1
"284",2,1,0.0894572335862325,4
"1151",2,1,0.0893947593890388,3
"941",2,1,0.0885676239414123,4
"1971",2,1,0.0873870224420729,4
"1745",2,1,0.0868338177590637,4
"322",2,1,0.0867450506183189,4
"1383",2,1,0.0851134573773412,4
"273",2,1,0.0836356125769701,4
"1900",2,1,0.0819866372635318,3
"985",2,1,0.08057121308618,1
"1160",2,1,0.0783526127534558,1
"56",2,1,0.0778718237816749,1
"1196",2,1,0.0776404169092593,4
"1513",2,1,0.0774570782858492,1
"69",2,1,0.07665860439232,4
"1931",2,1,0.076645140204806,1
"1023",2,1,0.0763317947920784,1
"1149",2,1,0.0762947682106951,2
"1902",2,1,0.0734035759770499,2
"400",2,1,0.0707653629560602,2
"916",2,1,0.0684152210141951,1
"1430",2,1,0.0672023681940442,1
"552",2,1,0.0666749845427538,1
"1578",2,1,0.0643886578721201,1
"586",2,1,0.0619591694440317,4
"159",2,1,0.0606345868075984,1
"1498",2,1,0.0590006486880413,1
"1949",2,1,0.0557292161657168,2
"1501",2,1,0.0541099709527465,1
"1019",2,1,0.0536521445819306,1
"1939",2,1,0.0529371040809428,4
"1588",2,1,0.0519372970085661,2
"1921",2,1,0.0508423593372656,4
"1265",2,1,0.0507701541526926,2
"68",2,1,0.0503237378726092,2
"1471",2,1,0.0492752650036001,1
"447",2,1,0.0484676025047707,1
"1431",2,1,0.0480385583925653,4
"1524",2,1,0.0472841048883551,2
"130",2,1,0.0471991164675483,2
"606",2,1,0.0437174373980692,1
"438",2,1,0.0430536269511369,1
"1198",2,1,0.0415612557030488,2
"2004",2,1,0.0395431452459268,2
"1371",2,1,0.0393236361566218,1
"1773",2,1,0.0380951344440067,1
"120",2,1,0.038004536575474,1
"1543",2,1,0.0368172755146625,4
"550",2,1,0.0356982492402159,1
"1893",2,1,0.0347629119805073,1
"1227",2,1,0.0331949438422401,3
"1774",2,1,0.0324093311246239,3
"63",2,1,0.0250020303310022,4
"453",2,1,0.023101470909185,4
"442",2,1,0.0136045166381318,4
"308",2,1,0.00685177944480797,4
"1744",2,1,0.00212949704500787,4
"426",2,1,0.000106861525748903,4
"1736",2,1,-0.00749004773870565,1
"1951",2,1,-0.0120227243727101,1
"968",2,1,-0.021615324339036,4
"1779",2,1,-0.0241686245854291,1
"432",2,1,-0.0308028347437037,4
"1212",2,1,-0.033110557942356,2
"1776",2,1,-0.0386683371708566,4
"1770",2,1,-0.0398710688252255,4
"417",2,1,-0.0454212609208849,4
"1778",2,1,-0.0487147238501513,4
"404",2,1,-0.050298722107204,4
